day,intensity,hour,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity
7,10,1,18.0,10.0,11.0,8.0,11.0,
7,10,2,10.0,17.0,13.0,6.0,18.0,
7,10,3,15.0,20.0,14.0,7.0,20.0,
7,10,4,16.0,10.0,16.0,10.0,23.0,
7,10,5,21.0,13.0,12.0,10.0,17.0,
7,10,6,6.0,15.0,10.0,4.0,19.0,
7,10,7,14.0,19.0,19.0,5.0,11.0,
7,10,8,19.0,13.0,16.0,13.0,17.0,
7,10,9,26.0,14.0,22.0,6.0,18.0,
7,10,10,16.0,19.0,13.0,5.0,11.0,
7,10,11,22.0,16.0,19.0,7.0,17.0,
7,10,12,10.0,19.0,12.0,6.0,13.0,
7,10,13,14.0,11.0,19.0,6.0,17.0,
7,10,14,19.0,20.0,15.0,6.0,16.0,
7,10,15,19.0,13.0,14.0,7.0,12.0,
7,10,16,15.0,13.0,17.0,9.0,17.0,
7,10,17,13.0,18.0,17.0,4.0,14.0,
7,10,18,14.0,14.0,13.0,12.0,15.0,
7,10,19,16.0,18.0,19.0,7.0,22.0,
7,10,20,16.0,20.0,17.0,7.0,13.0,
7,10,21,14.0,14.0,15.0,4.0,13.0,
7,10,22,13.0,16.0,19.0,3.0,15.0,
7,10,23,15.0,19.0,21.0,7.0,16.0,
8,0,0,10.0,7.0,7.0,2.0,8.0,14.0
8,0,1,10.0,6.0,7.0,2.0,11.0,10.0
8,0,2,6.0,10.0,8.0,5.0,5.0,7.0
8,0,3,10.0,8.0,6.0,2.0,5.0,9.0
8,0,4,10.0,13.0,8.0,4.0,8.0,8.0
8,0,5,12.0,8.0,7.0,1.0,7.0,11.0
8,0,6,9.0,4.0,6.0,2.0,9.0,12.0
8,0,7,9.0,7.0,8.0,2.0,7.0,5.0
8,0,8,74.0,31.0,15.0,41.0,113.0,211.0
8,0,9,160.0,60.0,24.0,113.0,332.0,479.0
8,0,10,117.0,49.0,16.0,70.0,254.0,1091.0
8,0,11,81.0,39.0,11.0,47.0,141.0,1060.0
8,0,12,58.0,16.0,8.0,19.0,82.0,427.0
8,0,13,28.0,9.0,5.0,10.0,38.0,206.0
8,0,14,11.0,5.0,4.0,3.0,15.0,99.0
8,0,15,5.0,9.0,8.0,4.0,24.0,41.0
8,0,16,6.0,4.0,5.0,2.0,10.0,34.0
8,0,17,6.0,6.0,4.0,7.0,7.0,15.0
8,0,18,5.0,3.0,6.0,2.0,7.0,14.0
8,0,19,5.0,2.0,5.0,7.0,6.0,6.0
8,0,20,6.0,2.0,8.0,3.0,5.0,8.0
8,0,21,5.0,2.0,5.0,2.0,10.0,7.0
8,0,22,1.0,4.0,5.0,2.0,3.0,9.0
8,0,23,7.0,7.0,12.0,5.0,11.0,169.0
8,1,0,7.0,10.0,3.0,1.0,10.0,7.0
8,1,1,7.0,6.0,12.0,2.0,7.0,10.0
8,1,2,8.0,11.0,14.0,2.0,11.0,5.0
8,1,3,4.0,7.0,14.0,3.0,14.0,9.0
8,1,4,9.0,6.0,7.0,4.0,6.0,3.0
8,1,5,7.0,11.0,5.0,4.0,10.0,5.0
8,1,6,8.0,9.0,8.0,3.0,4.0,11.0
8,1,7,8.0,8.0,8.0,2.0,7.0,5.0
8,1,8,235.0,147.0,102.0,124.0,392.0,691.0
8,1,9,549.0,307.0,197.0,290.0,1093.0,1776.0
8,1,10,364.0,210.0,151.0,171.0,732.0,1518.0
8,1,11,226.0,125.0,96.0,143.0,503.0,1072.0
8,1,12,125.0,84.0,46.0,66.0,226.0,391.0
8,1,13,69.0,39.0,32.0,32.0,147.0,106.0
8,1,14,35.0,27.0,15.0,14.0,57.0,46.0
8,1,15,27.0,17.0,14.0,11.0,32.0,26.0
8,1,16,9.0,8.0,13.0,10.0,24.0,24.0
8,1,17,8.0,10.0,4.0,3.0,15.0,12.0
8,1,18,7.0,6.0,6.0,,10.0,6.0
8,1,19,7.0,6.0,7.0,6.0,3.0,11.0
8,1,20,3.0,1.0,4.0,,9.0,5.0
8,1,21,6.0,2.0,7.0,1.0,1.0,7.0
8,1,22,7.0,11.0,4.0,1.0,8.0,5.0
8,1,23,12.0,8.0,3.0,6.0,11.0,501.0
8,2,0,10.0,7.0,9.0,5.0,7.0,
8,2,1,6.0,9.0,7.0,,9.0,
8,2,2,5.0,7.0,7.0,2.0,10.0,
8,2,3,10.0,6.0,4.0,2.0,10.0,
8,2,4,12.0,6.0,9.0,3.0,5.0,
8,2,5,9.0,7.0,7.0,1.0,7.0,
8,2,6,8.0,11.0,6.0,1.0,8.0,
8,2,7,6.0,5.0,8.0,1.0,9.0,
8,2,8,547.0,278.0,294.0,180.0,559.0,1021.0
8,2,9,1326.0,700.0,668.0,349.0,1538.0,2818.0
8,2,10,968.0,534.0,479.0,238.0,1107.0,2199.0
8,2,11,570.0,328.0,283.0,182.0,696.0,1431.0
8,2,12,313.0,174.0,185.0,103.0,373.0,578.0
8,2,13,168.0,76.0,93.0,47.0,201.0,115.0
8,2,14,87.0,44.0,45.0,21.0,113.0,47.0
8,2,15,50.0,16.0,25.0,13.0,66.0,21.0
8,2,16,30.0,18.0,17.0,9.0,36.0,16.0
8,2,17,19.0,10.0,10.0,2.0,21.0,5.0
8,2,18,14.0,4.0,1.0,2.0,13.0,4.0
8,2,19,8.0,6.0,3.0,2.0,8.0,2.0
8,2,20,6.0,6.0,6.0,6.0,8.0,
8,2,21,6.0,5.0,4.0,4.0,4.0,
8,2,22,9.0,8.0,8.0,5.0,4.0,
8,2,23,12.0,10.0,9.0,6.0,8.0,831.0
8,3,0,7.0,10.0,11.0,1.0,6.0,
8,3,1,8.0,17.0,6.0,4.0,11.0,
8,3,2,9.0,2.0,7.0,3.0,4.0,
8,3,3,4.0,13.0,12.0,3.0,4.0,
8,3,4,4.0,7.0,7.0,5.0,13.0,
8,3,5,7.0,4.0,5.0,4.0,7.0,
8,3,6,9.0,6.0,7.0,1.0,2.0,
8,3,7,8.0,11.0,4.0,1.0,9.0,
8,3,8,865.0,397.0,545.0,237.0,499.0,1098.0
8,3,9,2318.0,1043.0,1374.0,378.0,1392.0,2586.0
8,3,10,1601.0,688.0,911.0,183.0,1031.0,1498.0
8,3,11,1031.0,423.0,538.0,250.0,652.0,1061.0
8,3,12,539.0,221.0,288.0,73.0,381.0,453.0
8,3,13,314.0,132.0,157.0,44.0,201.0,136.0
8,3,14,142.0,64.0,84.0,16.0,102.0,62.0
8,3,15,86.0,26.0,46.0,8.0,62.0,28.0
8,3,16,52.0,25.0,31.0,5.0,43.0,19.0
8,3,17,29.0,13.0,17.0,5.0,30.0,5.0
8,3,18,22.0,8.0,12.0,1.0,12.0,5.0
8,3,19,11.0,11.0,5.0,,11.0,3.0
8,3,20,14.0,7.0,9.0,2.0,5.0,1.0
8,3,21,3.0,4.0,4.0,2.0,6.0,
8,3,22,6.0,8.0,10.0,2.0,3.0,
8,3,23,10.0,12.0,9.0,17.0,12.0,319.0
8,4,0,9.0,8.0,5.0,2.0,8.0,
8,4,1,7.0,8.0,8.0,3.0,5.0,
8,4,2,9.0,4.0,6.0,1.0,9.0,
8,4,3,8.0,3.0,5.0,4.0,6.0,
8,4,4,7.0,8.0,10.0,2.0,7.0,
8,4,5,4.0,2.0,12.0,4.0,9.0,
8,4,6,8.0,10.0,10.0,4.0,8.0,
8,4,7,11.0,6.0,8.0,8.0,10.0,
8,4,8,525.0,319.0,828.0,414.0,1222.0,1142.0
8,4,9,1284.0,978.0,1880.0,607.0,2107.0,2231.0
8,4,10,895.0,703.0,1265.0,260.0,1262.0,1134.0
8,4,11,582.0,441.0,993.0,482.0,864.0,689.0
8,4,12,301.0,205.0,476.0,103.0,330.0,288.0
8,4,13,157.0,128.0,283.0,51.0,159.0,133.0
8,4,14,85.0,55.0,140.0,28.0,95.0,75.0
8,4,15,59.0,44.0,85.0,13.0,50.0,36.0
8,4,16,40.0,24.0,47.0,10.0,35.0,21.0
8,4,17,23.0,12.0,35.0,2.0,11.0,17.0
8,4,18,14.0,7.0,17.0,4.0,10.0,5.0
8,4,19,4.0,4.0,13.0,4.0,8.0,1.0
8,4,20,7.0,5.0,7.0,1.0,9.0,2.0
8,4,21,6.0,3.0,4.0,4.0,5.0,1.0
8,4,22,9.0,4.0,6.0,3.0,7.0,
8,4,23,11.0,10.0,10.0,76.0,17.0,32.0
8,5,0,10.0,8.0,7.0,1.0,9.0,
8,5,1,9.0,6.0,6.0,5.0,13.0,
8,5,2,9.0,9.0,8.0,4.0,4.0,
8,5,3,4.0,7.0,5.0,4.0,8.0,
8,5,4,10.0,13.0,5.0,6.0,13.0,
8,5,5,4.0,8.0,9.0,2.0,8.0,
8,5,6,11.0,4.0,6.0,3.0,12.0,
8,5,7,9.0,7.0,2.0,8.0,6.0,
8,5,8,941.0,235.0,1321.0,484.0,2581.0,987.0
8,5,9,1277.0,859.0,2326.0,870.0,4147.0,1437.0
8,5,10,516.0,610.0,1134.0,478.0,2180.0,660.0
8,5,11,410.0,402.0,1016.0,471.0,1628.0,364.0
8,5,12,142.0,207.0,409.0,88.0,436.0,215.0
8,5,13,81.0,135.0,216.0,26.0,148.0,129.0
8,5,14,55.0,65.0,108.0,21.0,74.0,65.0
8,5,15,25.0,50.0,63.0,8.0,37.0,46.0
8,5,16,14.0,39.0,44.0,11.0,18.0,23.0
8,5,17,13.0,14.0,22.0,5.0,22.0,11.0
8,5,18,5.0,14.0,16.0,7.0,10.0,7.0
8,5,19,9.0,8.0,14.0,3.0,8.0,3.0
8,5,20,6.0,12.0,7.0,3.0,7.0,2.0
8,5,21,6.0,9.0,9.0,1.0,10.0,1.0
8,5,22,7.0,4.0,3.0,1.0,7.0,
8,5,23,11.0,15.0,19.0,224.0,92.0,2.0
8,6,0,8.0,6.0,5.0,3.0,3.0,
8,6,1,9.0,10.0,5.0,2.0,8.0,
8,6,2,10.0,6.0,12.0,5.0,7.0,
8,6,3,9.0,8.0,5.0,3.0,13.0,
8,6,4,11.0,15.0,5.0,4.0,11.0,
8,6,5,13.0,12.0,6.0,2.0,9.0,
8,6,6,5.0,7.0,11.0,3.0,10.0,
8,6,7,7.0,6.0,4.0,6.0,7.0,
8,6,8,2127.0,822.0,2042.0,713.0,1452.0,1224.0
8,6,9,2921.0,2025.0,2837.0,731.0,2202.0,1172.0
8,6,10,1195.0,1464.0,1312.0,235.0,1604.0,297.0
8,6,11,1010.0,948.0,896.0,156.0,1200.0,178.0
8,6,12,270.0,356.0,260.0,34.0,325.0,98.0
8,6,13,99.0,166.0,112.0,9.0,63.0,66.0
8,6,14,56.0,94.0,56.0,12.0,34.0,36.0
8,6,15,26.0,53.0,25.0,9.0,17.0,30.0
8,6,16,20.0,34.0,26.0,1.0,14.0,14.0
8,6,17,13.0,24.0,16.0,4.0,7.0,15.0
8,6,18,8.0,16.0,13.0,1.0,10.0,5.0
8,6,19,9.0,8.0,4.0,,6.0,
8,6,20,5.0,12.0,9.0,2.0,1.0,2.0
8,6,21,4.0,11.0,4.0,2.0,4.0,
8,6,22,7.0,4.0,5.0,4.0,7.0,1.0
8,6,23,83.0,91.0,76.0,402.0,239.0,1.0
8,7,0,9.0,9.0,6.0,5.0,6.0,
8,7,1,6.0,10.0,14.0,4.0,8.0,
8,7,2,6.0,10.0,10.0,1.0,10.0,
8,7,3,5.0,9.0,6.0,4.0,10.0,
8,7,4,10.0,5.0,9.0,3.0,3.0,
8,7,5,11.0,9.0,6.0,3.0,8.0,
8,7,6,9.0,12.0,11.0,1.0,8.0,
8,7,7,7.0,13.0,9.0,7.0,11.0,
8,7,8,1482.0,1960.0,1666.0,1308.0,277.0,527.0
8,7,9,2664.0,3912.0,3108.0,1065.0,458.0,467.0
8,7,10,1713.0,2657.0,2042.0,56.0,475.0,60.0
8,7,11,1223.0,1602.0,1240.0,15.0,318.0,31.0
8,7,12,231.0,469.0,273.0,48.0,269.0,22.0
8,7,13,48.0,163.0,61.0,8.0,7.0,12.0
8,7,14,19.0,91.0,34.0,5.0,5.0,3.0
8,7,15,13.0,63.0,13.0,3.0,4.0,3.0
8,7,16,12.0,22.0,8.0,3.0,9.0,2.0
8,7,17,4.0,18.0,3.0,,4.0,
8,7,18,7.0,17.0,8.0,3.0,4.0,1.0
8,7,19,6.0,8.0,6.0,3.0,4.0,
8,7,20,8.0,8.0,2.0,2.0,7.0,
8,7,21,3.0,7.0,8.0,1.0,8.0,1.0
8,7,22,3.0,6.0,3.0,2.0,2.0,
8,7,23,234.0,223.0,230.0,793.0,403.0,
8,8,0,8.0,11.0,9.0,4.0,8.0,
8,8,1,8.0,4.0,10.0,1.0,9.0,
8,8,2,7.0,7.0,5.0,3.0,8.0,
8,8,3,12.0,8.0,10.0,2.0,5.0,
8,8,4,9.0,5.0,5.0,3.0,9.0,
8,8,5,3.0,3.0,9.0,4.0,4.0,
8,8,6,8.0,8.0,9.0,4.0,11.0,
8,8,7,2.0,4.0,11.0,1.0,7.0,
8,8,8,420.0,1933.0,464.0,529.0,136.0,37.0
8,8,9,915.0,2525.0,1101.0,445.0,200.0,32.0
8,8,10,1116.0,1478.0,1201.0,25.0,49.0,2.0
8,8,11,723.0,1083.0,798.0,14.0,33.0,6.0
8,8,12,205.0,359.0,265.0,24.0,130.0,1.0
8,8,13,13.0,73.0,18.0,3.0,7.0,2.0
8,8,14,7.0,26.0,12.0,2.0,3.0,
8,8,15,5.0,16.0,17.0,4.0,7.0,
8,8,16,7.0,14.0,7.0,2.0,11.0,
8,8,17,3.0,13.0,10.0,4.0,4.0,
8,8,18,7.0,8.0,4.0,3.0,8.0,
8,8,19,5.0,6.0,3.0,4.0,6.0,
8,8,20,4.0,5.0,6.0,3.0,5.0,
8,8,21,4.0,4.0,2.0,1.0,6.0,
8,8,22,4.0,3.0,6.0,3.0,9.0,
8,8,23,408.0,425.0,431.0,350.0,797.0,
8,9,0,3.0,3.0,10.0,2.0,7.0,
8,9,1,12.0,6.0,7.0,2.0,8.0,
8,9,2,7.0,5.0,6.0,3.0,8.0,
8,9,3,10.0,7.0,8.0,9.0,7.0,
8,9,4,3.0,3.0,4.0,2.0,10.0,
8,9,5,5.0,11.0,7.0,8.0,7.0,
8,9,6,8.0,12.0,8.0,4.0,6.0,
8,9,7,5.0,8.0,13.0,3.0,5.0,
8,9,8,76.0,974.0,31.0,38.0,62.0,1.0
8,9,9,135.0,924.0,99.0,81.0,87.0,
8,9,10,215.0,333.0,233.0,13.0,26.0,1.0
8,9,11,176.0,521.0,180.0,5.0,3.0,
8,9,12,273.0,342.0,265.0,9.0,18.0,
8,9,13,5.0,41.0,6.0,3.0,2.0,
8,9,14,7.0,23.0,7.0,4.0,7.0,
8,9,15,6.0,6.0,9.0,4.0,3.0,
8,9,16,10.0,12.0,8.0,1.0,10.0,
8,9,17,8.0,6.0,2.0,,3.0,
8,9,18,6.0,10.0,11.0,5.0,6.0,
8,9,19,5.0,11.0,4.0,,6.0,
8,9,20,5.0,3.0,5.0,2.0,6.0,
8,9,21,6.0,5.0,1.0,1.0,1.0,
8,9,22,3.0,8.0,3.0,3.0,7.0,
8,9,23,822.0,801.0,798.0,28.0,333.0,
8,10,0,5.0,7.0,14.0,10.0,14.0,
8,10,1,23.0,23.0,23.0,7.0,16.0,
8,10,2,13.0,18.0,6.0,9.0,13.0,
8,10,3,20.0,20.0,21.0,2.0,14.0,
8,10,4,12.0,16.0,28.0,13.0,12.0,
8,10,5,15.0,15.0,17.0,7.0,14.0,
8,10,6,17.0,17.0,18.0,10.0,22.0,
8,10,7,20.0,17.0,17.0,5.0,14.0,
8,10,8,19.0,229.0,17.0,11.0,18.0,
8,10,9,26.0,301.0,20.0,54.0,19.0,
8,10,10,32.0,40.0,22.0,12.0,12.0,
8,10,11,24.0,168.0,29.0,16.0,19.0,
8,10,12,128.0,158.0,116.0,6.0,15.0,
8,10,13,5.0,27.0,6.0,1.0,14.0,
8,10,14,10.0,20.0,9.0,4.0,9.0,
8,10,15,10.0,14.0,9.0,1.0,10.0,
8,10,16,14.0,16.0,10.0,7.0,4.0,
8,10,17,10.0,11.0,14.0,5.0,12.0,
8,10,18,7.0,9.0,8.0,4.0,12.0,
8,10,19,11.0,10.0,16.0,3.0,14.0,
8,10,20,13.0,16.0,14.0,6.0,15.0,
8,10,21,15.0,12.0,16.0,7.0,9.0,
8,10,22,14.0,10.0,17.0,5.0,13.0,
8,10,23,346.0,354.0,359.0,17.0,33.0,
9,0,0,5.0,10.0,5.0,1.0,7.0,4.0
9,0,1,8.0,14.0,8.0,12.0,18.0,290.0
9,0,2,8.0,7.0,10.0,5.0,10.0,7.0
9,0,3,11.0,8.0,2.0,4.0,12.0,4.0
9,0,4,10.0,6.0,9.0,6.0,5.0,124.0
9,0,5,8.0,6.0,14.0,2.0,8.0,7.0
9,0,6,12.0,6.0,8.0,3.0,10.0,6.0
9,0,7,4.0,8.0,7.0,,10.0,4.0
9,0,8,5.0,4.0,3.0,5.0,5.0,7.0
9,0,9,17.0,12.0,17.0,9.0,17.0,127.0
9,0,10,7.0,6.0,5.0,3.0,8.0,9.0
9,0,11,6.0,8.0,12.0,2.0,10.0,10.0
9,0,12,8.0,10.0,8.0,3.0,2.0,9.0
9,0,13,5.0,7.0,6.0,2.0,5.0,5.0
9,0,14,6.0,9.0,8.0,4.0,8.0,8.0
9,0,15,244.0,258.0,15.0,104.0,158.0,706.0
9,0,16,157.0,181.0,15.0,48.0,99.0,883.0
9,0,17,79.0,81.0,11.0,31.0,44.0,459.0
9,0,18,44.0,39.0,11.0,14.0,13.0,135.0
9,0,19,8.0,22.0,7.0,7.0,16.0,52.0
9,0,20,8.0,5.0,3.0,3.0,7.0,27.0
9,0,21,10.0,7.0,10.0,4.0,10.0,27.0
9,0,22,5.0,5.0,3.0,2.0,7.0,12.0
9,0,23,7.0,7.0,8.0,6.0,8.0,8.0
9,1,0,9.0,5.0,3.0,2.0,6.0,5.0
9,1,1,14.0,9.0,14.0,5.0,7.0,415.0
9,1,2,3.0,10.0,6.0,3.0,2.0,7.0
9,1,3,7.0,5.0,7.0,4.0,7.0,7.0
9,1,4,11.0,15.0,8.0,6.0,6.0,296.0
9,1,5,9.0,7.0,8.0,2.0,7.0,6.0
9,1,6,7.0,11.0,7.0,3.0,9.0,8.0
9,1,7,4.0,9.0,2.0,2.0,10.0,5.0
9,1,8,4.0,7.0,5.0,4.0,7.0,7.0
9,1,9,20.0,16.0,19.0,7.0,19.0,602.0
9,1,10,5.0,5.0,8.0,3.0,8.0,10.0
9,1,11,4.0,5.0,8.0,2.0,12.0,5.0
9,1,12,11.0,7.0,6.0,3.0,8.0,11.0
9,1,13,11.0,7.0,7.0,3.0,10.0,9.0
9,1,14,9.0,7.0,7.0,6.0,6.0,8.0
9,1,15,133.0,773.0,156.0,254.0,457.0,1091.0
9,1,16,94.0,473.0,117.0,157.0,226.0,1350.0
9,1,17,46.0,241.0,49.0,72.0,110.0,818.0
9,1,18,26.0,94.0,17.0,32.0,59.0,223.0
9,1,19,10.0,37.0,13.0,11.0,24.0,96.0
9,1,20,7.0,15.0,5.0,6.0,7.0,35.0
9,1,21,9.0,17.0,8.0,10.0,5.0,18.0
9,1,22,1.0,8.0,9.0,2.0,6.0,10.0
9,1,23,8.0,11.0,4.0,1.0,8.0,12.0
9,2,0,5.0,3.0,8.0,3.0,11.0,
9,2,1,17.0,16.0,15.0,7.0,14.0,772.0
9,2,2,4.0,7.0,5.0,1.0,8.0,
9,2,3,8.0,6.0,12.0,3.0,7.0,
9,2,4,5.0,9.0,16.0,6.0,8.0,636.0
9,2,5,9.0,9.0,2.0,1.0,5.0,
9,2,6,9.0,11.0,10.0,4.0,4.0,
9,2,7,12.0,6.0,2.0,6.0,10.0,
9,2,8,7.0,4.0,7.0,2.0,7.0,
9,2,9,13.0,12.0,12.0,10.0,18.0,1331.0
9,2,10,10.0,8.0,11.0,5.0,7.0,
9,2,11,8.0,7.0,6.0,4.0,10.0,
9,2,12,2.0,8.0,11.0,,14.0,
9,2,13,8.0,9.0,5.0,5.0,8.0,
9,2,14,7.0,6.0,3.0,4.0,12.0,
9,2,15,449.0,800.0,510.0,346.0,584.0,1111.0
9,2,16,249.0,687.0,276.0,181.0,354.0,929.0
9,2,17,129.0,317.0,153.0,96.0,162.0,476.0
9,2,18,58.0,133.0,71.0,36.0,75.0,147.0
9,2,19,49.0,62.0,38.0,24.0,43.0,65.0
9,2,20,18.0,35.0,14.0,6.0,22.0,23.0
9,2,21,17.0,19.0,8.0,5.0,19.0,10.0
9,2,22,4.0,12.0,5.0,2.0,8.0,5.0
9,2,23,11.0,18.0,9.0,3.0,4.0,1.0
9,3,0,5.0,4.0,3.0,5.0,5.0,
9,3,1,10.0,9.0,12.0,12.0,60.0,342.0
9,3,2,5.0,3.0,6.0,,7.0,
9,3,3,5.0,3.0,9.0,4.0,6.0,
9,3,4,9.0,8.0,9.0,2.0,10.0,288.0
9,3,5,7.0,3.0,6.0,3.0,6.0,
9,3,6,3.0,5.0,9.0,4.0,8.0,
9,3,7,4.0,9.0,10.0,4.0,6.0,
9,3,8,5.0,6.0,5.0,3.0,5.0,
9,3,9,18.0,19.0,17.0,7.0,28.0,607.0
9,3,10,4.0,9.0,7.0,2.0,9.0,
9,3,11,6.0,13.0,7.0,5.0,8.0,
9,3,12,9.0,4.0,8.0,2.0,6.0,
9,3,13,2.0,13.0,9.0,4.0,9.0,
9,3,14,14.0,11.0,8.0,3.0,7.0,
9,3,15,941.0,434.0,736.0,424.0,1060.0,971.0
9,3,16,532.0,887.0,454.0,264.0,647.0,496.0
9,3,17,257.0,422.0,196.0,115.0,363.0,238.0
9,3,18,125.0,204.0,84.0,68.0,183.0,113.0
9,3,19,50.0,85.0,42.0,42.0,90.0,54.0
9,3,20,26.0,46.0,21.0,18.0,39.0,22.0
9,3,21,19.0,20.0,17.0,8.0,34.0,13.0
9,3,22,9.0,12.0,9.0,6.0,15.0,4.0
9,3,23,12.0,12.0,6.0,3.0,16.0,3.0
9,4,0,3.0,8.0,6.0,6.0,4.0,
9,4,1,45.0,14.0,52.0,12.0,590.0,48.0
9,4,2,5.0,7.0,8.0,2.0,11.0,
9,4,3,3.0,5.0,6.0,4.0,6.0,
9,4,4,27.0,6.0,28.0,8.0,12.0,15.0
9,4,5,10.0,10.0,8.0,3.0,7.0,
9,4,6,5.0,7.0,5.0,5.0,9.0,
9,4,7,4.0,6.0,7.0,3.0,5.0,
9,4,8,6.0,9.0,6.0,3.0,5.0,
9,4,9,8.0,14.0,8.0,6.0,130.0,42.0
9,4,10,7.0,11.0,8.0,4.0,11.0,
9,4,11,11.0,10.0,8.0,9.0,14.0,
9,4,12,7.0,8.0,10.0,4.0,8.0,
9,4,13,9.0,3.0,11.0,5.0,5.0,
9,4,14,10.0,11.0,10.0,3.0,15.0,
9,4,15,654.0,672.0,1304.0,331.0,1215.0,580.0
9,4,16,362.0,753.0,785.0,541.0,765.0,291.0
9,4,17,180.0,388.0,374.0,316.0,364.0,158.0
9,4,18,78.0,182.0,184.0,146.0,179.0,73.0
9,4,19,40.0,130.0,115.0,85.0,111.0,47.0
9,4,20,18.0,48.0,44.0,47.0,63.0,23.0
9,4,21,13.0,29.0,35.0,30.0,32.0,10.0
9,4,22,9.0,23.0,14.0,19.0,22.0,7.0
9,4,23,13.0,14.0,17.0,18.0,16.0,8.0
9,5,0,8.0,6.0,9.0,,4.0,
9,5,1,599.0,20.0,583.0,45.0,1397.0,569.0
9,5,2,7.0,6.0,6.0,4.0,10.0,
9,5,3,3.0,2.0,6.0,3.0,9.0,
9,5,4,320.0,7.0,291.0,3.0,28.0,1.0
9,5,5,10.0,16.0,8.0,2.0,10.0,
9,5,6,9.0,5.0,5.0,1.0,7.0,
9,5,7,5.0,2.0,7.0,3.0,4.0,
9,5,8,7.0,6.0,5.0,2.0,7.0,
9,5,9,16.0,29.0,16.0,14.0,334.0,1.0
9,5,10,6.0,9.0,7.0,4.0,9.0,
9,5,11,9.0,12.0,10.0,6.0,6.0,
9,5,12,8.0,5.0,9.0,7.0,12.0,
9,5,13,7.0,8.0,9.0,2.0,8.0,
9,5,14,8.0,6.0,6.0,1.0,5.0,
9,5,15,335.0,1383.0,1536.0,129.0,1063.0,381.0
9,5,16,190.0,722.0,1093.0,731.0,831.0,202.0
9,5,17,88.0,359.0,603.0,337.0,444.0,100.0
9,5,18,48.0,192.0,291.0,145.0,205.0,48.0
9,5,19,28.0,104.0,158.0,75.0,95.0,30.0
9,5,20,15.0,59.0,87.0,38.0,51.0,12.0
9,5,21,11.0,33.0,43.0,12.0,15.0,5.0
9,5,22,11.0,21.0,21.0,7.0,13.0,2.0
9,5,23,4.0,16.0,25.0,9.0,16.0,2.0
9,6,0,4.0,6.0,6.0,2.0,7.0,1.0
9,6,1,1427.0,57.0,1406.0,555.0,978.0,1411.0
9,6,2,11.0,5.0,8.0,4.0,7.0,
9,6,3,12.0,7.0,7.0,1.0,4.0,
9,6,4,720.0,11.0,710.0,10.0,348.0,
9,6,5,8.0,6.0,8.0,4.0,12.0,
9,6,6,7.0,6.0,2.0,2.0,5.0,
9,6,7,9.0,8.0,8.0,3.0,7.0,
9,6,8,5.0,5.0,9.0,5.0,6.0,
9,6,9,123.0,129.0,132.0,9.0,720.0,
9,6,10,20.0,11.0,9.0,2.0,6.0,
9,6,11,10.0,5.0,4.0,3.0,6.0,
9,6,12,6.0,13.0,9.0,4.0,6.0,
9,6,13,6.0,7.0,6.0,3.0,3.0,
9,6,14,6.0,6.0,5.0,4.0,10.0,
9,6,15,457.0,606.0,624.0,52.0,517.0,149.0
9,6,16,325.0,327.0,999.0,249.0,992.0,68.0
9,6,17,148.0,162.0,448.0,119.0,521.0,33.0
9,6,18,76.0,77.0,209.0,48.0,177.0,19.0
9,6,19,43.0,40.0,92.0,27.0,73.0,4.0
9,6,20,20.0,17.0,44.0,14.0,38.0,3.0
9,6,21,15.0,13.0,21.0,8.0,23.0,2.0
9,6,22,18.0,5.0,21.0,2.0,16.0,2.0
9,6,23,10.0,7.0,9.0,5.0,7.0,
9,7,0,6.0,3.0,6.0,3.0,1.0,
9,7,1,968.0,576.0,1028.0,1411.0,1013.0,560.0
9,7,2,9.0,10.0,6.0,8.0,4.0,
9,7,3,5.0,16.0,3.0,3.0,5.0,
9,7,4,302.0,36.0,315.0,2.0,694.0,
9,7,5,12.0,9.0,6.0,5.0,7.0,
9,7,6,6.0,6.0,6.0,7.0,7.0,
9,7,7,5.0,8.0,5.0,2.0,8.0,
9,7,8,6.0,6.0,7.0,3.0,5.0,
9,7,9,342.0,349.0,320.0,10.0,1102.0,
9,7,10,5.0,6.0,7.0,3.0,9.0,
9,7,11,5.0,9.0,9.0,3.0,8.0,
9,7,12,6.0,7.0,9.0,2.0,10.0,
9,7,13,6.0,6.0,9.0,2.0,7.0,
9,7,14,7.0,7.0,8.0,4.0,7.0,
9,7,15,1026.0,186.0,177.0,117.0,302.0,9.0
9,7,16,652.0,143.0,359.0,32.0,665.0,4.0
9,7,17,327.0,69.0,177.0,11.0,426.0,3.0
9,7,18,155.0,26.0,84.0,7.0,66.0,1.0
9,7,19,109.0,13.0,30.0,5.0,39.0,
9,7,20,46.0,9.0,14.0,3.0,18.0,
9,7,21,24.0,7.0,7.0,4.0,17.0,
9,7,22,12.0,4.0,8.0,1.0,10.0,
9,7,23,17.0,2.0,7.0,2.0,8.0,
9,8,0,9.0,7.0,7.0,3.0,6.0,
9,8,1,981.0,1391.0,1012.0,996.0,430.0,38.0
9,8,2,12.0,10.0,7.0,4.0,3.0,
9,8,3,3.0,5.0,11.0,3.0,4.0,
9,8,4,23.0,320.0,37.0,7.0,288.0,
9,8,5,6.0,8.0,11.0,1.0,10.0,
9,8,6,6.0,6.0,12.0,1.0,2.0,
